Ticker,Date,Price,Flow
USD/JPY_B,2/9/2017 10:00,112.772,1.165909
USD/JPY_B,2/9/2017 11:00,112.98,1.198285
USD/JPY_B,2/9/2017 12:00,113.252,1.151
USD/JPY_B,2/9/2017 13:00,113.144,1.11015
USD/JPY_B,2/9/2017 14:00,113.131,1.101723
USD/JPY_B,2/9/2017 15:00,113.307,1.10084
USD/JPY_B,2/9/2017 16:00,113.238,1.090738
USD/JPY_B,2/9/2017 17:00,113.228,1.105263
USD/JPY_B,2/9/2017 18:00,113.295,1.098196
USD/JPY_B,2/9/2017 19:00,113.432,1.10926
USD/JPY_B,2/9/2017 20:00,113.692,1.124495
USD/JPY_B,2/9/2017 21:00,113.661,1.116402
USD/JPY_B,2/9/2017 22:00,113.655,1.104377
USD/JPY_B,2/9/2017 23:00,113.681,1.059308
USD/JPY_B,2/10/2017 0:00,113.688,1.071251
USD/JPY_B,2/10/2017 1:00,113.703,1.102165
