Ticker,Date,Price,Flow
XAU/USD_B,1/2/2014 1:00,1222.96,2.234127
XAU/USD_B,1/2/2014 2:00,1222.39,1.989209
XAU/USD_B,1/2/2014 3:00,1221.76,1.910035
XAU/USD_B,1/2/2014 4:00,1221.68,1.910035
XAU/USD_B,1/2/2014 5:00,1217.61,1.846154
XAU/USD_B,1/2/2014 6:00,1217.1,1.871622
XAU/USD_B,1/2/2014 7:00,1222.69,1.842809
XAU/USD_B,1/2/2014 8:00,1226.32,1.812298
XAU/USD_B,1/2/2014 9:00,1224.18,1.952703
XAU/USD_B,1/2/2014 10:00,1226.53,1.882736
XAU/USD_B,1/2/2014 11:00,1224.28,1.796238
XAU/USD_B,1/2/2014 12:00,1229.48,1.742331
XAU/USD_B,1/2/2014 13:00,1226.61,1.768025
XAU/USD_B,1/2/2014 14:00,1222.85,1.908784
XAU/USD_B,1/2/2014 15:00,1225.11,1.883721
XAU/USD_B,1/2/2014 16:00,1224.68,1.935374
XAU/USD_B,1/2/2014 17:00,1224.71,1.858086
XAU/USD_B,1/2/2014 18:00,1235.92,1.839344
XAU/USD_B,1/2/2014 19:00,1228.79,1.837134
XAU/USD_B,1/2/2014 20:00,1232.15,1.920139
XAU/USD_B,1/2/2014 21:00,1229.96,1.833333
XAU/USD_B,1/2/2014 22:00,1230.5,1.88255
XAU/USD_B,1/2/2014 23:00,1232.06,1.847682
XAU/USD_B,1/3/2014 0:00,1237.17,1.895973
XAU/USD_B,1/3/2014 1:00,1234.68,1.896667
XAU/USD_B,1/3/2014 2:00,1231.67,1.872131
XAU/USD_B,1/3/2014 3:00,1232.76,1.822581
XAU/USD_B,1/3/2014 4:00,1233.89,1.880399
XAU/USD_B,1/3/2014 5:00,1231.52,1.870861
XAU/USD_B,1/3/2014 6:00,1231.7,1.875817
XAU/USD_B,1/3/2014 7:00,1230.47,1.822222
XAU/USD_B,1/3/2014 8:00,1231.7,1.765625
XAU/USD_B,1/3/2014 9:00,1236.74,1.692073
XAU/USD_B,1/3/2014 10:00,1237.02,1.677515
XAU/USD_B,1/3/2014 11:00,1237.91,1.745399
XAU/USD_B,1/3/2014 12:00,1236.83,1.646707
XAU/USD_B,1/3/2014 13:00,1237.87,1.616071
XAU/USD_B,1/3/2014 14:00,1236.95,1.673981
XAU/USD_B,1/3/2014 15:00,1236.98,1.654321
XAU/USD_B,1/3/2014 16:00,1237.15,1.616564
XAU/USD_B,1/5/2014 17:00,1237.15,1.617284
XAU/USD_B,1/5/2014 18:00,1234.9,1.617284
XAU/USD_B,1/5/2014 19:00,1235.46,1.643963
XAU/USD_B,1/5/2014 20:00,1242.45,1.608434
XAU/USD_B,1/5/2014 21:00,1244.93,1.634146
XAU/USD_B,1/5/2014 22:00,1241.28,1.601824
XAU/USD_B,1/5/2014 23:00,1239.76,1.564179
XAU/USD_B,1/6/2014 0:00,1241.75,1.623457
XAU/USD_B,1/6/2014 1:00,1240.68,1.661538
XAU/USD_B,1/6/2014 2:00,1240.29,1.665653
XAU/USD_B,1/6/2014 3:00,1238,1.59824
XAU/USD_B,1/6/2014 4:00,1238.31,1.533898
XAU/USD_B,1/6/2014 5:00,1239.14,1.529745
XAU/USD_B,1/6/2014 6:00,1239.88,1.545198
XAU/USD_B,1/6/2014 7:00,1236.76,1.528926
XAU/USD_B,1/6/2014 8:00,1241.9,1.579387
XAU/USD_B,1/6/2014 9:00,1246.01,1.616046
XAU/USD_B,1/6/2014 10:00,1242.47,1.561111
XAU/USD_B,1/6/2014 11:00,1241.3,1.485294
XAU/USD_B,1/6/2014 12:00,1241.92,1.531157
XAU/USD_B,1/6/2014 13:00,1238.3,1.508824
XAU/USD_B,1/6/2014 14:00,1240.39,1.505952
XAU/USD_B,1/6/2014 15:00,1239,1.527108
XAU/USD_B,1/6/2014 16:00,1238.21,1.527108
XAU/USD_B,1/6/2014 17:00,1238.21,1.524096
XAU/USD_B,1/6/2014 18:00,1238.38,1.511976
XAU/USD_B,1/6/2014 19:00,1238.84,1.525223
XAU/USD_B,1/6/2014 20:00,1241.34,1.523669
XAU/USD_B,1/6/2014 21:00,1244.12,1.523256
XAU/USD_B,1/6/2014 22:00,1241.37,1.542274
XAU/USD_B,1/6/2014 23:00,1240.79,1.518841
XAU/USD_B,1/7/2014 0:00,1242.49,1.515942
